zip_code,locality_code,state,carrier,rural_indicator,lab_cb_locality,rural_indicator_legacy,plus_four_flag,part_b_payment_indicator,year_quarter
00210,40,NH,14312,,Z9,,0,A,20262
00211,40,NH,14312,,Z9,,0,A,20262
00212,40,NH,14312,,Z9,,0,A,20262
00213,40,NH,14312,,Z9,,0,A,20262
00214,40,NH,14312,,Z9,,0,A,20262
00215,40,NH,14312,,Z9,,0,A,20262
00303,00,VA,11302,,Z9,,0,A,20262
00304,00,VA,11302,R,Z9,R,0,A,20262
00323,00,VA,11302,,Z9,,0,A,20262
00353,00,VA,11302,,Z9,,0,A,20262
00501,02,NY,13202,,Z9,,0,A,20262
00544,02,NY,13202,,Z9,,0,A,20262
00601,20,PR,09202,R,Z9,R,0,A,20262
00602,20,PR,09202,,Z9,,0,A,20262
00603,20,PR,09202,,Z9,,0,A,20262
00604,20,PR,09202,,Z9,,0,A,20262
00605,20,PR,09202,,Z9,,0,A,20262
00606,20,PR,09202,R,Z9,R,0,A,20262
00610,20,PR,09202,,Z9,,0,A,20262
00611,20,PR,09202,,Z9,,0,A,20262
00612,20,PR,09202,,Z9,,0,A,20262
00613,20,PR,09202,,Z9,,0,A,20262
00614,20,PR,09202,,Z9,,0,A,20262
00616,20,PR,09202,,Z9,,0,A,20262
00617,20,PR,09202,,Z9,,0,A,20262
00622,20,PR,09202,,Z9,,0,A,20262
00623,20,PR,09202,,Z9,,0,A,20262
00624,20,PR,09202,,Z9,,0,A,20262
00627,20,PR,09202,,Z9,,0,A,20262
00631,20,PR,09202,R,Z9,R,0,A,20262
00636,20,PR,09202,,Z9,,0,A,20262
00637,20,PR,09202,,Z9,,0,A,20262
00638,20,PR,09202,,Z9,,0,A,20262
00641,20,PR,09202,,Z9,,0,A,20262
00646,20,PR,09202,,Z9,,0,A,20262
00647,20,PR,09202,,Z9,,0,A,20262
00650,20,PR,09202,,Z9,,0,A,20262
00652,20,PR,09202,,Z9,,0,A,20262
00653,20,PR,09202,,Z9,,0,A,20262
00656,20,PR,09202,,Z9,,0,A,20262
00659,20,PR,09202,,Z9,,0,A,20262
00660,20,PR,09202,,Z9,,0,A,20262
00662,20,PR,09202,,Z9,,0,A,20262
00664,20,PR,09202,R,Z9,R,0,A,20262
00667,20,PR,09202,,Z9,,0,A,20262
00669,20,PR,09202,,Z9,,0,A,20262
00670,20,PR,09202,,Z9,,0,A,20262
00674,20,PR,09202,,Z9,,0,A,20262
00676,20,PR,09202,,Z9,,0,A,20262
00677,20,PR,09202,,Z9,,0,A,20262
00678,20,PR,09202,,Z9,,0,A,20262
00680,20,PR,09202,,Z9,,0,A,20262
00681,20,PR,09202,,Z9,,0,A,20262
00682,20,PR,09202,,Z9,,0,A,20262
00683,20,PR,09202,,Z9,,0,A,20262
00685,20,PR,09202,,Z9,,0,A,20262
00687,20,PR,09202,,Z9,,0,A,20262
00688,20,PR,09202,,Z9,,0,A,20262
00690,20,PR,09202,,Z9,,0,A,20262
00692,20,PR,09202,,Z9,,0,A,20262
00693,20,PR,09202,,Z9,,0,A,20262
00694,20,PR,09202,,Z9,,0,A,20262
00698,20,PR,09202,,Z9,,0,A,20262
00703,20,PR,09202,,Z9,,0,A,20262
00704,20,PR,09202,R,Z9,R,0,A,20262
00705,20,PR,09202,,Z9,,0,A,20262
00707,20,PR,09202,R,Z9,R,0,A,20262
00714,20,PR,09202,,Z9,,0,A,20262
00715,20,PR,09202,,Z9,,0,A,20262
00716,20,PR,09202,,Z9,,0,A,20262
00717,20,PR,09202,,Z9,,0,A,20262
00718,20,PR,09202,,Z9,,0,A,20262
00719,20,PR,09202,,Z9,,0,A,20262
00720,20,PR,09202,,Z9,,0,A,20262
00721,20,PR,09202,,Z9,,0,A,20262
00723,20,PR,09202,,Z9,,0,A,20262
00725,20,PR,09202,,Z9,,0,A,20262
00726,20,PR,09202,,Z9,,0,A,20262
00727,20,PR,09202,,Z9,,0,A,20262
00728,20,PR,09202,,Z9,,0,A,20262
00729,20,PR,09202,,Z9,,0,A,20262
00730,20,PR,09202,,Z9,,0,A,20262
00731,20,PR,09202,,Z9,,0,A,20262
00732,20,PR,09202,,Z9,,0,A,20262
00733,20,PR,09202,,Z9,,0,A,20262
00734,20,PR,09202,,Z9,,0,A,20262
00735,20,PR,09202,,Z9,,0,A,20262
00736,20,PR,09202,,Z9,,0,A,20262
00737,20,PR,09202,,Z9,,0,A,20262
00738,20,PR,09202,,Z9,,0,A,20262
00739,20,PR,09202,,Z9,,0,A,20262
00740,20,PR,09202,,Z9,,0,A,20262
00741,20,PR,09202,,Z9,,0,A,20262
00742,20,PR,09202,R,Z9,R,0,A,20262
00744,20,PR,09202,,Z9,,0,A,20262
00745,20,PR,09202,,Z9,,0,A,20262
00751,20,PR,09202,R,Z9,R,0,A,20262
00754,20,PR,09202,,Z9,,0,A,20262
00757,20,PR,09202,R,Z9,R,0,A,20262
00765,20,PR,09202,R,Z9,R,0,A,20262
00766,20,PR,09202,,Z9,,0,A,20262
00767,20,PR,09202,,Z9,,0,A,20262
00769,20,PR,09202,R,Z9,R,0,A,20262
00771,20,PR,09202,,Z9,,0,A,20262
00772,20,PR,09202,,Z9,,0,A,20262
00773,20,PR,09202,,Z9,,0,A,20262
00775,20,PR,09202,R,Z9,R,0,A,20262
00777,20,PR,09202,,Z9,,0,A,20262
00778,20,PR,09202,,Z9,,0,A,20262
00780,20,PR,09202,,Z9,,0,A,20262
00782,20,PR,09202,,Z9,,0,A,20262
00783,20,PR,09202,,Z9,,0,A,20262
00784,20,PR,09202,,Z9,,0,A,20262
00785,20,PR,09202,,Z9,,0,A,20262
00786,20,PR,09202,,Z9,,0,A,20262
00791,20,PR,09202,,Z9,,0,A,20262
00792,20,PR,09202,,Z9,,0,A,20262
00794,20,PR,09202,,Z9,,0,A,20262
00795,20,PR,09202,,Z9,,0,A,20262
00801,50,VI,09202,R,Z9,R,0,A,20262
00802,50,VI,09202,R,Z9,R,0,A,20262
00803,50,VI,09202,R,Z9,R,0,A,20262
00804,50,VI,09202,R,Z9,R,0,A,20262
00805,50,VI,09202,R,Z9,R,0,A,20262
00820,50,VI,09202,R,Z9,R,0,A,20262
00821,50,VI,09202,R,Z9,R,0,A,20262
00822,50,VI,09202,R,Z9,R,0,A,20262
00823,50,VI,09202,R,Z9,R,0,A,20262
00824,50,VI,09202,R,Z9,R,0,A,20262
00830,50,VI,09202,R,Z9,R,0,A,20262
00831,50,VI,09202,R,Z9,R,0,A,20262
00840,50,VI,09202,R,Z9,R,0,A,20262
00841,50,VI,09202,R,Z9,R,0,A,20262
00850,50,VI,09202,R,Z9,R,0,A,20262
00851,50,VI,09202,R,Z9,R,0,A,20262
00901,20,PR,09202,,Z9,,0,A,20262
00902,20,PR,09202,,Z9,,0,A,20262
00905,20,PR,09202,,Z9,,0,A,20262
00906,20,PR,09202,,Z9,,0,A,20262
00907,20,PR,09202,,Z9,,0,A,20262
00908,20,PR,09202,,Z9,,0,A,20262
00909,20,PR,09202,,Z9,,0,A,20262
00910,20,PR,09202,,Z9,,0,A,20262
00911,20,PR,09202,,Z9,,0,A,20262
00912,20,PR,09202,,Z9,,0,A,20262
00913,20,PR,09202,,Z9,,0,A,20262
00914,20,PR,09202,,Z9,,0,A,20262
00915,20,PR,09202,,Z9,,0,A,20262
00916,20,PR,09202,,Z9,,0,A,20262
00917,20,PR,09202,,Z9,,0,A,20262
00918,20,PR,09202,,Z9,,0,A,20262
00919,20,PR,09202,,Z9,,0,A,20262
00920,20,PR,09202,,Z9,,0,A,20262
00921,20,PR,09202,,Z9,,0,A,20262
00922,20,PR,09202,,Z9,,0,A,20262
00923,20,PR,09202,,Z9,,0,A,20262
00924,20,PR,09202,,Z9,,0,A,20262
00925,20,PR,09202,,Z9,,0,A,20262
00926,20,PR,09202,,Z9,,0,A,20262
00927,20,PR,09202,,Z9,,0,A,20262
00928,20,PR,09202,,Z9,,0,A,20262
00929,20,PR,09202,,Z9,,0,A,20262
00930,20,PR,09202,,Z9,,0,A,20262
00931,20,PR,09202,,Z9,,0,A,20262
00933,20,PR,09202,,Z9,,0,A,20262
00934,20,PR,09202,,Z9,,0,A,20262
00935,20,PR,09202,,Z9,,0,A,20262
00936,20,PR,09202,,Z9,,0,A,20262
00937,20,PR,09202,,Z9,,0,A,20262
00938,20,PR,09202,,Z9,,0,A,20262
00939,20,PR,09202,,Z9,,0,A,20262
00940,20,PR,09202,,Z9,,0,A,20262
00949,20,PR,09202,,Z9,,0,A,20262
00950,20,PR,09202,,Z9,,0,A,20262
00951,20,PR,09202,,Z9,,0,A,20262
00952,20,PR,09202,,Z9,,0,A,20262
00953,20,PR,09202,,Z9,,0,A,20262
00954,20,PR,09202,,Z9,,0,A,20262
00955,20,PR,09202,,Z9,,0,A,20262
00956,20,PR,09202,,Z9,,0,A,20262
00957,20,PR,09202,,Z9,,0,A,20262
00958,20,PR,09202,,Z9,,0,A,20262
00959,20,PR,09202,,Z9,,0,A,20262
00960,20,PR,09202,,Z9,,0,A,20262
00961,20,PR,09202,,Z9,,0,A,20262
00962,20,PR,09202,,Z9,,0,A,20262
00963,20,PR,09202,,Z9,,0,A,20262
00965,20,PR,09202,,Z9,,0,A,20262
00966,20,PR,09202,,Z9,,0,A,20262
00968,20,PR,09202,,Z9,,0,A,20262
00969,20,PR,09202,,Z9,,0,A,20262
00970,20,PR,09202,,Z9,,0,A,20262
00971,20,PR,09202,,Z9,,0,A,20262
00975,20,PR,09202,,Z9,,0,A,20262
00976,20,PR,09202,,Z9,,0,A,20262
00977,20,PR,09202,,Z9,,0,A,20262
00978,20,PR,09202,,Z9,,0,A,20262
00979,20,PR,09202,,Z9,,0,A,20262
00981,20,PR,09202,,Z9,,0,A,20262
00982,20,PR,09202,,Z9,,0,A,20262
00983,20,PR,09202,,Z9,,0,A,20262
00984,20,PR,09202,,Z9,,0,A,20262
00985,20,PR,09202,,Z9,,0,A,20262
00986,20,PR,09202,,Z9,,0,A,20262
00987,20,PR,09202,,Z9,,0,A,20262
00988,20,PR,09202,,Z9,,0,A,20262
01001,99,MA,14212,,Z9,,0,A,20262
01002,99,MA,14212,,Z9,,0,A,20262
01003,99,MA,14212,,Z9,,0,A,20262
01004,99,MA,14212,,Z9,,0,A,20262
01005,99,MA,14212,,Z9,,0,A,20262
01007,99,MA,14212,,Z9,,0,A,20262
01008,99,MA,14212,,Z9,,0,A,20262
01009,99,MA,14212,,Z9,,0,A,20262
01010,99,MA,14212,,Z9,,0,A,20262
01011,99,MA,14212,,Z9,,0,A,20262
01012,99,MA,14212,,Z9,,0,A,20262
01013,99,MA,14212,,Z9,,0,A,20262
01014,99,MA,14212,,Z9,,0,A,20262
01020,99,MA,14212,,Z9,,0,A,20262
01021,99,MA,14212,,Z9,,0,A,20262
01022,99,MA,14212,,Z9,,0,A,20262
01026,99,MA,14212,,Z9,,0,A,20262
01027,99,MA,14212,,Z9,,0,A,20262
01028,99,MA,14212,,Z9,,0,A,20262
01029,99,MA,14212,R,Z9,R,0,A,20262
01030,99,MA,14212,,Z9,,0,A,20262
01031,99,MA,14212,,Z9,,0,A,20262
01032,99,MA,14212,,Z9,,0,A,20262
01033,99,MA,14212,,Z9,,0,A,20262
01034,99,MA,14212,,Z9,,0,A,20262
01035,99,MA,14212,,Z9,,0,A,20262
01036,99,MA,14212,,Z9,,0,A,20262
01037,99,MA,14212,,Z9,,0,A,20262
01038,99,MA,14212,,Z9,,0,A,20262
01039,99,MA,14212,,Z9,,0,A,20262
01040,99,MA,14212,,Z9,,0,A,20262
01041,99,MA,14212,,Z9,,0,A,20262
01050,99,MA,14212,,Z9,,0,A,20262
01053,99,MA,14212,,Z9,,0,A,20262
01054,99,MA,14212,,Z9,,0,A,20262
01056,99,MA,14212,,Z9,,0,A,20262
01057,99,MA,14212,,Z9,,0,A,20262
01059,99,MA,14212,,Z9,,0,A,20262
01060,99,MA,14212,,Z9,,0,A,20262
01061,99,MA,14212,,Z9,,0,A,20262
01062,99,MA,14212,,Z9,,0,A,20262
01063,99,MA,14212,,Z9,,0,A,20262
01066,99,MA,14212,,Z9,,0,A,20262
01068,99,MA,14212,,Z9,,0,A,20262
01069,99,MA,14212,,Z9,,0,A,20262
01070,99,MA,14212,,Z9,,0,A,20262
01071,99,MA,14212,,Z9,,0,A,20262
01072,99,MA,14212,,Z9,,0,A,20262
01073,99,MA,14212,,Z9,,0,A,20262
01074,99,MA,14212,,Z9,,0,A,20262
01075,99,MA,14212,,Z9,,0,A,20262
01077,99,MA,14212,,Z9,,0,A,20262
01079,99,MA,14212,,Z9,,0,A,20262
01080,99,MA,14212,,Z9,,0,A,20262
01081,99,MA,14212,,Z9,,0,A,20262
01082,99,MA,14212,,Z9,,0,A,20262
01083,99,MA,14212,,Z9,,0,A,20262
01084,99,MA,14212,,Z9,,0,A,20262
01085,99,MA,14212,,Z9,,0,A,20262
01086,99,MA,14212,,Z9,,0,A,20262
01088,99,MA,14212,,Z9,,0,A,20262
01089,99,MA,14212,,Z9,,0,A,20262
01090,99,MA,14212,,Z9,,0,A,20262
01092,99,MA,14212,,Z9,,0,A,20262
01093,99,MA,14212,,Z9,,0,A,20262
01094,99,MA,14212,,Z9,,0,A,20262
01095,99,MA,14212,,Z9,,0,A,20262
01096,99,MA,14212,,Z9,,0,A,20262
01097,99,MA,14212,,Z9,,0,A,20262
01098,99,MA,14212,,Z9,,0,A,20262
01101,99,MA,14212,,Z9,,0,A,20262
01102,99,MA,14212,,Z9,,0,A,20262
01103,99,MA,14212,,Z9,,0,A,20262
01104,99,MA,14212,,Z9,,0,A,20262
01105,99,MA,14212,,Z9,,0,A,20262
01106,99,MA,14212,,Z9,,0,A,20262
01107,99,MA,14212,,Z9,,0,A,20262
01108,99,MA,14212,,Z9,,0,A,20262
01109,99,MA,14212,,Z9,,0,A,20262
01111,99,MA,14212,,Z9,,0,A,20262
01114,99,MA,14212,,Z9,,0,A,20262
01115,99,MA,14212,,Z9,,0,A,20262
01116,99,MA,14212,,Z9,,0,A,20262
01118,99,MA,14212,,Z9,,0,A,20262
01119,99,MA,14212,,Z9,,0,A,20262
01128,99,MA,14212,,Z9,,0,A,20262
01129,99,MA,14212,,Z9,,0,A,20262
01133,99,MA,14212,,Z9,,0,A,20262
01138,99,MA,14212,,Z9,,0,A,20262
01139,99,MA,14212,,Z9,,0,A,20262
01144,99,MA,14212,,Z9,,0,A,20262
01151,99,MA,14212,,Z9,,0,A,20262
01152,99,MA,14212,,Z9,,0,A,20262
01195,99,MA,14212,,Z9,,0,A,20262
01199,99,MA,14212,,Z9,,0,A,20262
01201,99,MA,14212,,Z9,,0,A,20262
01202,99,MA,14212,,Z9,,0,A,20262
01203,99,MA,14212,,Z9,,0,A,20262
01220,99,MA,14212,,Z9,,0,A,20262
01222,99,MA,14212,R,Z9,R,0,A,20262
01223,99,MA,14212,,Z9,,0,A,20262
01224,99,MA,14212,,Z9,,0,A,20262
01225,99,MA,14212,,Z9,,0,A,20262
01226,99,MA,14212,,Z9,,0,A,20262
01227,99,MA,14212,,Z9,,0,A,20262
01229,99,MA,14212,R,Z9,R,0,A,20262
01230,99,MA,14212,R,Z9,R,0,A,20262
01235,99,MA,14212,,Z9,,0,A,20262
01236,99,MA,14212,R,Z9,R,0,A,20262
01237,99,MA,14212,,Z9,,0,A,20262
01238,99,MA,14212,R,Z9,R,0,A,20262
01240,99,MA,14212,R,Z9,R,0,A,20262
01242,99,MA,14212,R,Z9,R,0,A,20262
01243,99,MA,14212,,Z9,,0,A,20262
01244,99,MA,14212,R,Z9,R,0,A,20262
01245,99,MA,14212,R,Z9,R,0,A,20262
01247,99,MA,14212,R,Z9,R,0,A,20262
01252,99,MA,14212,R,Z9,R,0,A,20262
01253,99,MA,14212,R,Z9,R,0,A,20262
01254,99,MA,14212,,Z9,,0,A,20262
01255,99,MA,14212,R,Z9,R,0,A,20262
01256,99,MA,14212,,Z9,,0,A,20262
01257,99,MA,14212,R,Z9,R,0,A,20262
01258,99,MA,14212,R,Z9,R,0,A,20262
01259,99,MA,14212,R,Z9,R,0,A,20262
01260,99,MA,14212,R,Z9,R,0,A,20262
01262,99,MA,14212,R,Z9,R,0,A,20262
01263,99,MA,14212,R,Z9,R,0,A,20262
01264,99,MA,14212,R,Z9,R,0,A,20262
01266,99,MA,14212,R,Z9,R,0,A,20262
01267,99,MA,14212,R,Z9,R,0,A,20262
01270,99,MA,14212,,Z9,,0,A,20262
01301,99,MA,14212,R,Z9,R,0,A,20262
01302,99,MA,14212,R,Z9,R,0,A,20262
01330,99,MA,14212,,Z9,,0,A,20262
01331,99,MA,14212,R,Z9,R,0,A,20262
01337,99,MA,14212,R,Z9,R,0,A,20262
01338,99,MA,14212,R,Z9,R,0,A,20262
01339,99,MA,14212,R,Z9,R,0,A,20262
01340,99,MA,14212,R,Z9,R,0,A,20262
01341,99,MA,14212,,Z9,,0,A,20262
01342,99,MA,14212,,Z9,,0,A,20262
01343,99,MA,14212,,Z9,,0,A,20262
01344,99,MA,14212,R,Z9,R,0,A,20262
01346,99,MA,14212,R,Z9,R,0,A,20262
01347,99,MA,14212,R,Z9,R,0,A,20262
01349,99,MA,14212,R,Z9,R,0,A,20262
01350,99,MA,14212,R,Z9,R,0,A,20262
01351,99,MA,14212,R,Z9,R,0,A,20262
01354,99,MA,14212,R,Z9,R,0,A,20262
01355,99,MA,14212,,Z9,,0,A,20262
01360,99,MA,14212,R,Z9,R,0,A,20262
01364,99,MA,14212,R,Z9,R,0,A,20262
01366,99,MA,14212,,Z9,,0,A,20262
01367,99,MA,14212,R,Z9,R,0,A,20262
01368,99,MA,14212,,Z9,,0,A,20262
01369,99,MA,14212,,Z9,,0,A,20262
01370,99,MA,14212,R,Z9,R,0,A,20262
01373,99,MA,14212,,Z9,,0,A,20262
01375,99,MA,14212,,Z9,,0,A,20262
01376,99,MA,14212,R,Z9,R,0,A,20262
01378,99,MA,14212,R,Z9,R,0,A,20262
01379,99,MA,14212,R,Z9,R,0,A,20262
01380,99,MA,14212,R,Z9,R,0,A,20262
01420,99,MA,14212,,Z9,,0,A,20262
01430,99,MA,14212,,Z9,,0,A,20262
01431,01,MA,14212,,Z9,,0,A,20262
01432,01,MA,14212,,Z9,,0,A,20262
01434,01,MA,14212,,Z9,,1,A,20262
01436,99,MA,14212,,Z9,,0,A,20262
01438,99,MA,14212,,Z9,,0,A,20262
01440,99,MA,14212,,Z9,,0,A,20262
01441,99,MA,14212,,Z9,,0,A,20262
01450,01,MA,14212,,Z9,,0,A,20262
01451,99,MA,14212,,Z9,,0,A,20262
01452,99,MA,14212,,Z9,,0,A,20262
01453,99,MA,14212,,Z9,,0,A,20262
01460,01,MA,14212,,Z9,,0,A,20262
01462,99,MA,14212,,Z9,,0,A,20262
01463,01,MA,14212,,Z9,,0,A,20262
01464,01,MA,14212,,Z9,,0,A,20262
01467,99,MA,14212,,Z9,,0,A,20262
01468,99,MA,14212,,Z9,,0,A,20262
01469,01,MA,14212,,Z9,,0,A,20262
01470,01,MA,14212,,Z9,,0,A,20262
01471,01,MA,14212,,Z9,,0,A,20262
01472,01,MA,14212,,Z9,,0,A,20262
01473,99,MA,14212,,Z9,,0,A,20262
01474,01,MA,14212,,Z9,,0,A,20262
01475,99,MA,14212,,Z9,,0,A,20262
01477,99,MA,14212,,Z9,,0,A,20262
01501,99,MA,14212,,Z9,,0,A,20262
01503,99,MA,14212,,Z9,,0,A,20262
01504,99,MA,14212,,Z9,,0,A,20262
01505,99,MA,14212,,Z9,,0,A,20262
01506,99,MA,14212,,Z9,,0,A,20262
01507,99,MA,14212,,Z9,,0,A,20262
01508,99,MA,14212,,Z9,,0,A,20262
01509,99,MA,14212,,Z9,,0,A,20262
01510,99,MA,14212,,Z9,,0,A,20262
01515,99,MA,14212,,Z9,,0,A,20262
01516,99,MA,14212,,Z9,,0,A,20262
01517,99,MA,14212,,Z9,,0,A,20262
01518,99,MA,14212,,Z9,,0,A,20262
01519,99,MA,14212,,Z9,,0,A,20262
01520,99,MA,14212,,Z9,,0,A,20262
01521,99,MA,14212,,Z9,,0,A,20262
01522,99,MA,14212,,Z9,,0,A,20262
01523,99,MA,14212,,Z9,,0,A,20262
01524,99,MA,14212,,Z9,,0,A,20262
01525,99,MA,14212,,Z9,,0,A,20262
01526,99,MA,14212,,Z9,,0,A,20262
01527,99,MA,14212,,Z9,,0,A,20262
01529,99,MA,14212,,Z9,,0,A,20262
01531,99,MA,14212,,Z9,,0,A,20262
01532,99,MA,14212,,Z9,,0,A,20262
01534,99,MA,14212,,Z9,,0,A,20262
01535,99,MA,14212,,Z9,,0,A,20262
01536,99,MA,14212,,Z9,,0,A,20262
01537,99,MA,14212,,Z9,,0,A,20262
01538,99,MA,14212,,Z9,,0,A,20262
01540,99,MA,14212,,Z9,,0,A,20262
01541,99,MA,14212,,Z9,,0,A,20262
01542,99,MA,14212,,Z9,,0,A,20262
01543,99,MA,14212,,Z9,,0,A,20262
01545,99,MA,14212,,Z9,,0,A,20262
01546,99,MA,14212,,Z9,,0,A,20262
01550,99,MA,14212,,Z9,,0,A,20262
01560,99,MA,14212,,Z9,,0,A,20262
01561,99,MA,14212,,Z9,,0,A,20262
01562,99,MA,14212,,Z9,,0,A,20262
01564,99,MA,14212,,Z9,,0,A,20262
01566,99,MA,14212,,Z9,,0,A,20262
01568,99,MA,14212,,Z9,,0,A,20262
01569,99,MA,14212,,Z9,,0,A,20262
01570,99,MA,14212,,Z9,,0,A,20262
01571,99,MA,14212,,Z9,,0,A,20262
01580,99,MA,14212,,Z9,,0,A,20262
01581,99,MA,14212,,Z9,,0,A,20262
01582,99,MA,14212,,Z9,,0,A,20262
01583,99,MA,14212,,Z9,,0,A,20262
01585,99,MA,14212,,Z9,,0,A,20262
01586,99,MA,14212,,Z9,,0,A,20262
01588,99,MA,14212,,Z9,,0,A,20262
01590,99,MA,14212,,Z9,,0,A,20262
01601,99,MA,14212,,Z9,,0,A,20262
01602,99,MA,14212,,Z9,,0,A,20262
01603,99,MA,14212,,Z9,,0,A,20262
01604,99,MA,14212,,Z9,,0,A,20262
01605,99,MA,14212,,Z9,,0,A,20262
01606,99,MA,14212,,Z9,,0,A,20262
01607,99,MA,14212,,Z9,,0,A,20262
01608,99,MA,14212,,Z9,,0,A,20262
01609,99,MA,14212,,Z9,,0,A,20262
01610,99,MA,14212,,Z9,,0,A,20262
01611,99,MA,14212,,Z9,,0,A,20262
01612,99,MA,14212,,Z9,,0,A,20262
01613,99,MA,14212,,Z9,,0,A,20262
01614,99,MA,14212,,Z9,,0,A,20262
01615,99,MA,14212,,Z9,,0,A,20262
01653,99,MA,14212,,Z9,,0,A,20262
01654,99,MA,14212,,Z9,,0,A,20262
01655,99,MA,14212,,Z9,,0,A,20262
01701,01,MA,14212,,Z9,,0,A,20262
01702,01,MA,14212,,Z9,,0,A,20262
01703,01,MA,14212,,Z9,,0,A,20262
01704,01,MA,14212,,Z9,,0,A,20262
01705,01,MA,14212,,Z9,,0,A,20262
01718,01,MA,14212,,Z9,,0,A,20262
01719,01,MA,14212,,Z9,,0,A,20262
01720,01,MA,14212,,Z9,,0,A,20262
01721,01,MA,14212,,Z9,,0,A,20262
01730,01,MA,14212,,Z9,,0,A,20262
01731,01,MA,14212,,Z9,,0,A,20262
01740,99,MA,14212,,Z9,,0,A,20262
01741,01,MA,14212,,Z9,,0,A,20262
01742,01,MA,14212,,Z9,,0,A,20262
01745,99,MA,14212,,Z9,,0,A,20262
01746,01,MA,14212,,Z9,,0,A,20262
01747,99,MA,14212,,Z9,,0,A,20262
01748,01,MA,14212,,Z9,,0,A,20262
01749,01,MA,14212,,Z9,,0,A,20262
01752,01,MA,14212,,Z9,,0,A,20262
01754,01,MA,14212,,Z9,,0,A,20262
01756,99,MA,14212,,Z9,,0,A,20262
01757,99,MA,14212,,Z9,,0,A,20262
01760,01,MA,14212,,Z9,,0,A,20262
01770,01,MA,14212,,Z9,,0,A,20262
01772,99,MA,14212,,Z9,,0,A,20262
01773,01,MA,14212,,Z9,,0,A,20262
01775,01,MA,14212,,Z9,,0,A,20262
01776,01,MA,14212,,Z9,,0,A,20262
01778,01,MA,14212,,Z9,,0,A,20262
01784,01,MA,14212,,Z9,,0,A,20262
01801,01,MA,14212,,Z9,,0,A,20262
01803,01,MA,14212,,Z9,,0,A,20262
01805,01,MA,14212,,Z9,,0,A,20262
01806,01,MA,14212,,Z9,,0,A,20262
01807,01,MA,14212,,Z9,,0,A,20262
01808,01,MA,14212,,Z9,,0,A,20262
01810,99,MA,14212,,Z9,,0,A,20262
01812,99,MA,14212,,Z9,,0,A,20262
01813,01,MA,14212,,Z9,,0,A,20262
01815,01,MA,14212,,Z9,,0,A,20262
01821,01,MA,14212,,Z9,,0,A,20262
01822,01,MA,14212,,Z9,,0,A,20262
01824,01,MA,14212,,Z9,,0,A,20262
01825,01,MA,14212,,Z9,,0,A,20262
01826,01,MA,14212,,Z9,,0,A,20262
01827,01,MA,14212,,Z9,,0,A,20262
01830,99,MA,14212,,Z9,,0,A,20262
01831,99,MA,14212,,Z9,,0,A,20262
01832,99,MA,14212,,Z9,,0,A,20262
01833,99,MA,14212,,Z9,,0,A,20262
01834,99,MA,14212,,Z9,,0,A,20262
01835,99,MA,14212,,Z9,,0,A,20262
01840,99,MA,14212,,Z9,,0,A,20262
01841,99,MA,14212,,Z9,,0,A,20262
01842,99,MA,14212,,Z9,,0,A,20262
01843,99,MA,14212,,Z9,,0,A,20262
01844,99,MA,14212,,Z9,,0,A,20262
01845,99,MA,14212,,Z9,,0,A,20262
01850,01,MA,14212,,Z9,,0,A,20262
01851,01,MA,14212,,Z9,,0,A,20262
01852,01,MA,14212,,Z9,,0,A,20262
01853,01,MA,14212,,Z9,,0,A,20262
01854,01,MA,14212,,Z9,,0,A,20262
01860,99,MA,14212,,Z9,,0,A,20262
01862,01,MA,14212,,Z9,,0,A,20262
01863,01,MA,14212,,Z9,,0,A,20262
01864,01,MA,14212,,Z9,,0,A,20262
01865,01,MA,14212,,Z9,,0,A,20262
01866,01,MA,14212,,Z9,,0,A,20262
01867,01,MA,14212,,Z9,,0,A,20262
01876,01,MA,14212,,Z9,,0,A,20262
01879,01,MA,14212,,Z9,,0,A,20262
01880,01,MA,14212,,Z9,,0,A,20262
01885,99,MA,14212,,Z9,,0,A,20262
01886,01,MA,14212,,Z9,,0,A,20262
01887,01,MA,14212,,Z9,,0,A,20262
01888,01,MA,14212,,Z9,,0,A,20262
01889,01,MA,14212,,Z9,,0,A,20262
01890,01,MA,14212,,Z9,,0,A,20262
01899,99,MA,14212,,Z9,,0,A,20262
01901,99,MA,14212,,Z9,,0,A,20262
01902,99,MA,14212,,Z9,,0,A,20262
01903,99,MA,14212,,Z9,,0,A,20262
01904,99,MA,14212,,Z9,,0,A,20262
01905,99,MA,14212,,Z9,,0,A,20262
01906,99,MA,14212,,Z9,,0,A,20262
01907,99,MA,14212,,Z9,,0,A,20262
01908,99,MA,14212,,Z9,,0,A,20262
01910,99,MA,14212,,Z9,,0,A,20262
01913,99,MA,14212,,Z9,,0,A,20262
01915,99,MA,14212,,Z9,,0,A,20262
01921,99,MA,14212,,Z9,,0,A,20262
01922,99,MA,14212,,Z9,,0,A,20262
01923,99,MA,14212,,Z9,,0,A,20262
01929,99,MA,14212,,Z9,,0,A,20262
01930,99,MA,14212,,Z9,,0,A,20262
01931,99,MA,14212,,Z9,,0,A,20262
01936,99,MA,14212,,Z9,,0,A,20262
01937,99,MA,14212,,Z9,,0,A,20262
01938,99,MA,14212,,Z9,,0,A,20262
01940,99,MA,14212,,Z9,,0,A,20262
01944,99,MA,14212,,Z9,,0,A,20262
01945,99,MA,14212,,Z9,,0,A,20262
01947,99,MA,14212,,Z9,,0,A,20262
