cpt_hcpcs,modifier_1,modifier_2,age_from,age_thru,age_units,nonfacility_total_rvus_or_base_units,nonfacility_conversion_factor,nonfacility_allowed_amount,nonfacility_effective_start,facility_total_rvus_or_base_units,facility_conversion_factor,facility_allowed_amount,facility_effective_start,note_code_1,note_code_2,note_code_3,last_pricing_review_date,tos,tos_desc,source_code,source_description
93290,,,0,20,Years,0.95,28.0672,26.66,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93290,,,21,999,Years,0.95,26.7305,25.39,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93291,,,0,20,Years,1.44,28.0672,40.42,2025-09-01,1.44,28.0672,40.42,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93291,,,21,999,Years,1.44,26.7305,38.49,2025-09-01,1.44,26.7305,38.49,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93292,,,0,20,Years,1.51,28.0672,42.38,2025-09-01,1.51,28.0672,42.38,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93292,,,21,999,Years,1.51,26.7305,40.36,2025-09-01,1.51,26.7305,40.36,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93292,,,0,20,Years,0.61,28.0672,17.12,2017-07-01,0.61,28.0672,17.12,2017-07-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93292,,,21,999,Years,0.61,26.7305,16.31,2017-07-01,0.61,26.7305,16.31,2017-07-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93292,,,0,20,Years,0.90,28.0672,25.26,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93292,,,21,999,Years,0.90,26.7305,24.06,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93293,,,0,20,Years,1.24,28.0672,34.80,2025-09-01,1.24,28.0672,34.80,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93293,,,21,999,Years,1.24,26.7305,33.15,2025-09-01,1.24,26.7305,33.15,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93294,,,0,20,Years,0.87,28.0672,24.42,2025-09-01,0.87,28.0672,24.42,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93294,,,21,999,Years,0.87,26.7305,23.26,2025-09-01,0.87,26.7305,23.26,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93295,,,0,20,Years,1.07,28.0672,30.03,2025-09-01,1.07,28.0672,30.03,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93295,,,21,999,Years,1.07,26.7305,28.60,2025-09-01,1.07,26.7305,28.60,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93296,,,0,20,Years,0.60,28.0672,16.84,2025-09-01,0.60,28.0672,16.84,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93296,,,21,999,Years,0.60,26.7305,16.04,2025-09-01,0.60,26.7305,16.04,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93297,,,0,20,Years,1.80,28.0672,50.52,2025-09-01,1.80,28.0672,50.52,2025-09-01,,,,2025-09-01,1,MEDICAL SERVICES,PRCR402C,PHYSICIAN
93297,,,21,999,Years,1.80,26.7305,48.11,2025-09-01,1.80,26.7305,48.11,2025-09-01,,,,2025-09-01,1,MEDICAL SERVICES,PRCR402C,PHYSICIAN
93298,,,0,20,Years,3.02,28.0672,84.76,2025-09-01,3.02,28.0672,84.76,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93298,,,21,999,Years,3.02,26.7305,80.73,2025-09-01,3.02,26.7305,80.73,2025-09-01,,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93303,,,0,20,Years,6.45,28.0672,181.03,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93303,,,21,999,Years,6.45,26.7305,172.41,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93303,,,0,20,Years,1.80,28.0672,50.52,2022-03-01,1.80,28.0672,50.52,2022-03-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93303,,,21,999,Years,1.80,26.7305,48.11,2022-03-01,1.80,26.7305,48.11,2022-03-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93303,,,0,20,Years,4.65,28.0672,130.51,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93303,,,21,999,Years,4.65,26.7305,124.30,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93304,,,0,20,Years,4.54,28.0672,127.43,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93304,,,21,999,Years,4.54,26.7305,121.36,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93304,,,0,20,Years,1.04,28.0672,29.19,2025-09-01,1.04,28.0672,29.19,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93304,,,21,999,Years,1.04,26.7305,27.80,2025-09-01,1.04,26.7305,27.80,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93304,,,0,20,Years,3.50,28.0672,98.24,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93304,,,21,999,Years,3.50,26.7305,93.56,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93306,,,0,20,Years,5.81,28.0672,163.07,2025-09-01,,,,,HP,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93306,,,21,999,Years,5.81,26.7305,155.30,2025-09-01,,,,,HP,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93306,,,0,20,Years,2.02,28.0672,56.70,2025-09-01,2.02,28.0672,56.70,2025-09-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93306,,,21,999,Years,2.02,26.7305,54.00,2025-09-01,2.02,26.7305,54.00,2025-09-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93306,,,0,20,Years,3.79,28.0672,106.37,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93306,,,21,999,Years,3.79,26.7305,101.31,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93307,,,0,20,Years,4.05,28.0672,113.67,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93307,,,21,999,Years,4.05,26.7305,108.26,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93307,,,0,20,Years,1.28,28.0672,35.93,2024-03-01,1.28,28.0672,35.93,2024-03-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93307,,,21,999,Years,1.28,26.7305,34.22,2024-03-01,1.28,26.7305,34.22,2024-03-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93307,,,0,20,Years,2.77,28.0672,77.75,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93307,,,21,999,Years,2.77,26.7305,74.04,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93308,,,0,20,Years,2.92,28.0672,81.96,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93308,,,21,999,Years,2.92,26.7305,78.05,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93308,,,0,20,Years,0.73,28.0672,20.49,2013-07-01,0.73,28.0672,20.49,2013-07-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93308,,,21,999,Years,0.73,26.7305,19.51,2013-07-01,0.73,26.7305,19.51,2013-07-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93308,,,0,20,Years,2.19,28.0672,61.47,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93308,,,21,999,Years,2.19,26.7305,58.54,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93312,,,0,20,Years,6.97,28.0672,195.63,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93312,,,21,999,Years,6.97,26.7305,186.31,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93312,,,0,20,Years,3.12,28.0672,87.57,2024-03-01,3.12,28.0672,87.57,2024-03-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93312,,,21,999,Years,3.12,26.7305,83.40,2024-03-01,3.12,26.7305,83.40,2024-03-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93312,,,0,20,Years,3.85,28.0672,108.06,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93312,,,21,999,Years,3.85,26.7305,102.91,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93313,,,0,20,Years,0.33,28.0672,9.26,2017-07-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93313,,,21,999,Years,0.33,26.7305,8.82,2017-07-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93314,,,0,20,Years,6.67,28.0672,187.21,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93314,,,21,999,Years,6.67,26.7305,178.29,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93314,,,0,20,Years,2.62,28.0672,73.54,2025-09-01,2.62,28.0672,73.54,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93314,,,21,999,Years,2.62,26.7305,70.03,2025-09-01,2.62,26.7305,70.03,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93314,,,0,20,Years,4.05,28.0672,113.67,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93314,,,21,999,Years,4.05,26.7305,108.26,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93315,,,0,20,Years,0.00,0.0000,301.99,2024-03-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93315,,,21,999,Years,0.00,0.0000,287.61,2024-03-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93315,,,0,20,Years,3.68,28.0672,103.29,2025-09-01,3.68,28.0672,103.29,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93315,,,21,999,Years,3.68,26.7305,98.37,2025-09-01,3.68,26.7305,98.37,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93315,,,0,20,Years,0.00,0.0000,198.70,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93315,,,21,999,Years,0.00,0.0000,189.24,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93316,,,0,20,Years,0.75,28.0672,21.05,2024-03-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93316,,,21,999,Years,0.75,26.7305,20.05,2024-03-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93317,,,0,20,Years,0.00,0.0000,189.54,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93317,,,21,999,Years,0.00,0.0000,189.54,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93317,,,0,20,Years,2.59,28.0672,72.69,2025-09-01,2.59,28.0672,72.69,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93317,,,21,999,Years,2.59,26.7305,69.23,2025-09-01,2.59,26.7305,69.23,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93317,,,0,20,Years,0.00,0.0000,116.85,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93317,,,21,999,Years,0.00,0.0000,120.31,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93318,,,0,20,Years,0.00,0.0000,205.85,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93318,,,21,999,Years,0.00,0.0000,205.85,2025-09-01,,,,,,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93318,,,0,20,Years,3.00,28.0672,84.20,2025-09-01,3.00,28.0672,84.20,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93318,,,21,999,Years,3.00,26.7305,80.19,2025-09-01,3.00,26.7305,80.19,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93318,,,0,20,Years,0.00,0.0000,121.65,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93318,,,21,999,Years,0.00,0.0000,125.66,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93319,,,0,20,Years,1.61,28.0672,45.19,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93319,,,21,999,Years,1.61,26.7305,43.04,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93320,,,0,20,Years,1.50,28.0672,42.10,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93320,,,21,999,Years,1.50,26.7305,40.10,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93320,,,0,20,Years,0.52,28.0672,14.59,2015-07-01,0.52,28.0672,14.59,2015-07-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93320,,,21,999,Years,0.52,26.7305,13.90,2015-07-01,0.52,26.7305,13.90,2015-07-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93320,,,0,20,Years,0.98,28.0672,27.51,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93320,,,21,999,Years,0.98,26.7305,26.20,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93321,,,0,20,Years,0.74,28.0672,20.77,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93321,,,21,999,Years,0.74,26.7305,19.78,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93321,,,0,20,Years,0.21,28.0672,5.89,2013-07-01,0.21,28.0672,5.89,2013-07-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93321,,,21,999,Years,0.21,26.7305,5.61,2013-07-01,0.21,26.7305,5.61,2013-07-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93321,,,0,20,Years,0.53,28.0672,14.88,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93321,,,21,999,Years,0.53,26.7305,14.17,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93325,,,0,20,Years,0.68,28.0672,19.09,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93325,,,21,999,Years,0.68,26.7305,18.18,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93325,,,0,20,Years,0.09,28.0672,2.53,2017-07-01,0.09,28.0672,2.53,2017-07-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93325,,,21,999,Years,0.09,26.7305,2.41,2017-07-01,0.09,26.7305,2.41,2017-07-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93325,,,0,20,Years,0.59,28.0672,16.56,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93325,,,21,999,Years,0.59,26.7305,15.77,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93350,,,0,20,Years,5.47,28.0672,153.53,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93350,,,21,999,Years,5.47,26.7305,146.22,2025-09-01,,,,,HP,,,2025-09-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93350,,,0,20,Years,2.02,28.0672,56.70,2025-09-01,2.02,28.0672,56.70,2025-09-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93350,,,21,999,Years,2.02,26.7305,54.00,2025-09-01,2.02,26.7305,54.00,2025-09-01,HP,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93350,,,0,20,Years,3.45,28.0672,96.83,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93350,,,21,999,Years,3.45,26.7305,92.22,2025-09-01,,,,,HP,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93351,,,0,20,Years,6.88,28.0672,193.10,2025-09-01,,,,,HP,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93351,,,21,999,Years,6.88,26.7305,183.91,2025-09-01,,,,,HP,,,2025-09-01,5,LABORATORY,PRCR402C,PHYSICIAN
93352,,,0,20,Years,1.05,28.0672,29.47,2025-09-01,1.05,28.0672,29.47,2025-09-01,,,,2025-09-01,1,MEDICAL SERVICES,PRCR402C,PHYSICIAN
93355,,,0,20,Years,6.58,28.0672,184.68,2025-03-01,,,,,,,,2025-03-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93355,,,21,999,Years,6.58,26.7305,175.89,2025-03-01,,,,,,,,2025-03-01,4,RADIOLOGY,PRCR402C,PHYSICIAN
93451,,,0,20,Years,24.50,28.0672,687.65,2025-09-01,24.50,28.0672,687.65,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93451,,,21,999,Years,24.50,26.7305,654.90,2025-09-01,24.50,26.7305,654.90,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93451,,,0,20,Years,3.83,28.0672,107.50,2025-09-01,3.83,28.0672,107.50,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93451,,,21,999,Years,3.83,26.7305,102.38,2025-09-01,3.83,26.7305,102.38,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93451,,,0,20,Years,20.67,28.0672,580.15,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93451,,,21,999,Years,20.67,26.7305,552.52,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93452,,,0,20,Years,25.66,28.0672,720.20,2025-09-01,25.66,28.0672,720.20,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93452,,,21,999,Years,25.66,26.7305,685.90,2025-09-01,25.66,26.7305,685.90,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93452,,,0,20,Years,6.89,28.0672,193.38,2025-09-01,6.89,28.0672,193.38,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93452,,,21,999,Years,6.89,26.7305,184.17,2025-09-01,6.89,26.7305,184.17,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93452,,,0,20,Years,18.77,28.0672,526.82,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93452,,,21,999,Years,18.77,26.7305,501.73,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93453,,,0,20,Years,32.75,28.0672,919.20,2025-09-01,32.75,28.0672,919.20,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93453,,,21,999,Years,32.75,26.7305,875.42,2025-09-01,32.75,26.7305,875.42,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93453,,,0,20,Years,9.21,28.0672,258.50,2025-09-01,9.21,28.0672,258.50,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93453,,,21,999,Years,9.21,26.7305,246.19,2025-09-01,9.21,26.7305,246.19,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93453,,,0,20,Years,23.54,28.0672,660.70,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93453,,,21,999,Years,23.54,26.7305,629.24,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93454,,,0,20,Years,25.84,28.0672,725.26,2025-09-01,25.84,28.0672,725.26,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93454,,,21,999,Years,25.84,26.7305,690.72,2025-09-01,25.84,26.7305,690.72,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93454,,,0,20,Years,6.96,28.0672,195.35,2025-09-01,6.96,28.0672,195.35,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93454,,,21,999,Years,6.96,26.7305,186.04,2025-09-01,6.96,26.7305,186.04,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93454,,,0,20,Years,18.88,28.0672,529.91,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93454,,,21,999,Years,18.88,26.7305,504.67,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93455,,,0,20,Years,28.85,28.0672,809.74,2025-09-01,28.85,28.0672,809.74,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93455,,,21,999,Years,28.85,26.7305,771.17,2025-09-01,28.85,26.7305,771.17,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93455,,,0,20,Years,8.13,28.0672,228.19,2025-09-01,8.13,28.0672,228.19,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93455,,,21,999,Years,8.13,26.7305,217.32,2025-09-01,8.13,26.7305,217.32,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93455,,,0,20,Years,20.72,28.0672,581.55,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93455,,,21,999,Years,20.72,26.7305,553.86,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93456,,,0,20,Years,32.17,28.0672,902.92,2025-09-01,32.17,28.0672,902.92,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93456,,,21,999,Years,32.17,26.7305,859.92,2025-09-01,32.17,26.7305,859.92,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93456,,,0,20,Years,9.08,28.0672,254.85,2025-09-01,9.08,28.0672,254.85,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93456,,,21,999,Years,9.08,26.7305,242.71,2025-09-01,9.08,26.7305,242.71,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93456,,,0,20,Years,23.09,28.0672,648.07,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93456,,,21,999,Years,23.09,26.7305,617.21,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93457,,,0,20,Years,35.11,28.0672,985.44,2025-09-01,35.11,28.0672,985.44,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93457,,,21,999,Years,35.11,26.7305,938.51,2025-09-01,35.11,26.7305,938.51,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93457,,,0,20,Years,10.21,28.0672,286.57,2025-09-01,10.21,28.0672,286.57,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93457,,,21,999,Years,10.21,26.7305,272.92,2025-09-01,10.21,26.7305,272.92,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93457,,,0,20,Years,24.90,28.0672,698.87,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93457,,,21,999,Years,24.90,26.7305,665.59,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
93458,,,0,20,Years,29.77,28.0672,835.56,2025-09-01,29.77,28.0672,835.56,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93458,,,21,999,Years,29.77,26.7305,795.77,2025-09-01,29.77,26.7305,795.77,2025-09-01,,,,2025-09-01,2,SURGERY,PRCR402C,PHYSICIAN
93458,,,0,20,Years,8.58,28.0672,240.82,2025-09-01,8.58,28.0672,240.82,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93458,,,21,999,Years,8.58,26.7305,229.35,2025-09-01,8.58,26.7305,229.35,2025-09-01,,,,2025-09-01,I,PROFESSIONAL COMPONENT,PRCR402C,PHYSICIAN
93458,,,0,20,Years,21.19,28.0672,594.74,2025-09-01,,,,,,,,2025-09-01,T,TECHNICAL COMPONENT,PRCR402C,PHYSICIAN
