cpt_hcpcs,tos,tos_desc,age_from,age_thru,age_units,urban_allowed_amount,urban_effective_start,rural_allowed_amount,rural_effective_start,note_code_1,note_code_2,note_code_3,last_pricing_review_date,source_code,source_description
73120,4,RADIOLOGY,0,999,Years,31.74,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73130,4,RADIOLOGY,0,999,Years,37.43,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73140,4,RADIOLOGY,0,999,Years,38.43,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73200,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73201,4,RADIOLOGY,0,999,Years,206.49,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73202,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73206,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73218,4,RADIOLOGY,0,999,Years,233.47,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73219,4,RADIOLOGY,0,999,Years,341.81,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73220,4,RADIOLOGY,0,999,Years,366.42,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73221,4,RADIOLOGY,0,999,Years,209.16,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73222,4,RADIOLOGY,0,999,Years,323.10,2025-03-01,961.23,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73223,4,RADIOLOGY,0,999,Years,366.42,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73501,4,RADIOLOGY,0,999,Years,33.08,2023-09-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73502,4,RADIOLOGY,0,999,Years,47.78,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73503,4,RADIOLOGY,0,999,Years,60.14,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73521,4,RADIOLOGY,0,999,Years,41.44,2023-09-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73522,4,RADIOLOGY,0,999,Years,54.13,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73523,4,RADIOLOGY,0,999,Years,62.15,2023-09-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73525,4,RADIOLOGY,0,999,Years,129.31,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73551,4,RADIOLOGY,0,999,Years,29.40,2023-09-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73552,4,RADIOLOGY,0,999,Years,35.75,2023-09-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73560,4,RADIOLOGY,0,999,Years,34.41,2023-09-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73562,4,RADIOLOGY,0,999,Years,41.10,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73564,4,RADIOLOGY,0,999,Years,47.45,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73565,4,RADIOLOGY,0,999,Years,40.10,2023-09-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73580,4,RADIOLOGY,0,999,Years,110.94,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73590,4,RADIOLOGY,0,999,Years,31.74,2023-09-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73592,4,RADIOLOGY,0,365,Days,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73600,4,RADIOLOGY,0,999,Years,32.41,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73610,4,RADIOLOGY,0,999,Years,36.75,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73615,4,RADIOLOGY,0,999,Years,128.31,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73620,4,RADIOLOGY,0,999,Years,28.74,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73630,4,RADIOLOGY,0,999,Years,34.41,2023-09-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73650,4,RADIOLOGY,0,999,Years,28.74,2023-09-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73660,4,RADIOLOGY,0,999,Years,29.40,2023-09-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73700,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73701,4,RADIOLOGY,0,999,Years,171.41,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73702,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73706,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,HP,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73718,4,RADIOLOGY,0,999,Years,230.21,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73719,4,RADIOLOGY,0,999,Years,271.31,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73720,4,RADIOLOGY,0,999,Years,347.50,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73721,4,RADIOLOGY,0,999,Years,208.84,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73722,4,RADIOLOGY,0,999,Years,323.44,2025-03-01,961.23,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
73723,4,RADIOLOGY,0,999,Years,366.42,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74018,4,RADIOLOGY,0,999,Years,30.40,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74019,4,RADIOLOGY,0,999,Years,36.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74021,4,RADIOLOGY,0,999,Years,43.10,2023-09-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74022,4,RADIOLOGY,0,999,Years,50.13,2023-09-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74150,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74160,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74170,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74174,4,RADIOLOGY,0,999,Years,366.42,2025-03-01,461.69,2025-03-01,HP,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74175,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,HP,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74176,4,RADIOLOGY,0,999,Years,188.11,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74177,4,RADIOLOGY,0,999,Years,312.08,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74178,4,RADIOLOGY,0,999,Years,350.18,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74181,4,RADIOLOGY,0,999,Years,201.81,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74182,4,RADIOLOGY,0,999,Years,311.75,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74183,4,RADIOLOGY,0,999,Years,348.50,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74190,4,RADIOLOGY,0,999,Years,81.04,2023-09-01,662.29,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74210,4,RADIOLOGY,0,999,Years,94.89,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74220,4,RADIOLOGY,0,999,Years,97.56,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74221,4,RADIOLOGY,0,999,Years,109.93,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74230,4,RADIOLOGY,0,999,Years,124.96,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74240,4,RADIOLOGY,0,999,Years,122.96,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74246,4,RADIOLOGY,0,999,Years,139.34,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74248,4,RADIOLOGY,0,999,Years,82.53,2025-03-01,83.70,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74250,4,RADIOLOGY,0,999,Years,121.96,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74251,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74261,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74262,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74270,4,RADIOLOGY,0,999,Years,153.70,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74280,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74283,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74290,4,RADIOLOGY,0,999,Years,85.20,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74400,4,RADIOLOGY,0,999,Years,135.33,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74410,4,RADIOLOGY,0,999,Years,142.00,2023-09-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74415,4,RADIOLOGY,0,999,Years,151.36,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74420,4,RADIOLOGY,0,999,Years,78.19,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74425,4,RADIOLOGY,0,999,Years,135.99,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74430,4,RADIOLOGY,0,999,Years,41.44,2023-09-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74440,4,RADIOLOGY,0,999,Years,97.56,2023-09-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74445,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74450,4,RADIOLOGY,0,999,Years,81.38,2023-09-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74455,4,RADIOLOGY,0,999,Years,104.25,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74470,4,RADIOLOGY,0,999,Years,81.35,2023-09-01,662.29,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74485,4,RADIOLOGY,0,999,Years,119.63,2023-09-01,2445.23,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74712,4,RADIOLOGY,10,55,Years,233.47,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74713,4,RADIOLOGY,10,55,Years,204.49,2025-03-01,207.39,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74740,4,RADIOLOGY,0,999,Years,66.83,2013-09-01,289.96,2021-09-01,,RH,,2021-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
74775,4,RADIOLOGY,0,20,Years,233.47,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75557,4,RADIOLOGY,0,999,Years,233.47,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75559,4,RADIOLOGY,0,999,Years,385.59,2025-03-01,662.29,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75561,4,RADIOLOGY,0,999,Years,366.42,2025-03-01,461.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75563,4,RADIOLOGY,0,999,Years,436.71,2025-03-01,961.23,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75571,4,RADIOLOGY,0,999,Years,86.58,2025-03-01,109.09,2025-03-01,HP,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75572,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75573,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75574,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,HP,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75600,4,RADIOLOGY,0,999,Years,182.78,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75605,4,RADIOLOGY,0,999,Years,120.95,2025-03-01,6597.26,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75625,4,RADIOLOGY,0,999,Years,126.64,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75630,4,RADIOLOGY,0,999,Years,157.04,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75635,4,RADIOLOGY,0,999,Years,175.06,2025-03-01,220.58,2025-03-01,HP,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75705,4,RADIOLOGY,0,999,Years,250.94,2025-03-01,6597.26,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75710,4,RADIOLOGY,0,999,Years,150.36,2023-09-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75716,4,RADIOLOGY,0,999,Years,163.05,2025-03-01,3826.63,2025-03-01,HP,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75726,4,RADIOLOGY,0,999,Years,170.08,2025-03-01,6597.26,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75731,4,RADIOLOGY,0,999,Years,153.70,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75733,4,RADIOLOGY,0,999,Years,172.75,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75736,4,RADIOLOGY,0,999,Years,143.68,2025-03-01,6597.26,2025-03-01,HP,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75741,4,RADIOLOGY,0,999,Years,129.98,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75743,4,RADIOLOGY,0,999,Years,147.69,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75746,4,RADIOLOGY,0,999,Years,134.99,2023-09-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75756,4,RADIOLOGY,0,999,Years,165.40,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75801,4,RADIOLOGY,0,999,Years,284.65,2023-09-01,754.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75803,4,RADIOLOGY,0,999,Years,299.60,2023-09-01,1922.67,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75805,4,RADIOLOGY,0,999,Years,313.39,2023-09-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75807,4,RADIOLOGY,0,999,Years,146.54,2023-09-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75809,4,RADIOLOGY,0,999,Years,81.86,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75810,4,RADIOLOGY,0,999,Years,612.59,2023-09-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75820,4,RADIOLOGY,0,999,Years,107.93,2025-03-01,1922.67,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75822,4,RADIOLOGY,0,999,Years,133.65,2025-03-01,1922.67,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75825,4,RADIOLOGY,0,999,Years,114.28,2023-09-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75827,4,RADIOLOGY,0,999,Years,118.95,2025-03-01,1922.67,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75831,4,RADIOLOGY,0,999,Years,119.63,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75833,4,RADIOLOGY,0,999,Years,148.35,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75840,4,RADIOLOGY,0,999,Years,128.64,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75860,4,RADIOLOGY,0,999,Years,125.64,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75870,4,RADIOLOGY,0,999,Years,155.70,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75872,4,RADIOLOGY,0,999,Years,128.64,2025-03-01,754.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75880,4,RADIOLOGY,0,999,Years,107.93,2025-03-01,754.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75885,4,RADIOLOGY,0,999,Years,136.66,2023-09-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75887,4,RADIOLOGY,0,999,Years,137.66,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75889,4,RADIOLOGY,0,999,Years,123.63,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75891,4,RADIOLOGY,0,999,Years,124.30,2025-03-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75893,4,RADIOLOGY,0,999,Years,105.25,2025-03-01,6597.26,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
75898,4,RADIOLOGY,0,999,Years,133.71,2023-09-01,3826.63,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76000,4,RADIOLOGY,0,999,Years,42.78,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76010,4,RADIOLOGY,0,20,Years,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76014,4,RADIOLOGY,0,999,Years,24.49,2025-04-01,30.86,2025-04-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76015,4,RADIOLOGY,0,999,Years,48.98,2025-04-01,61.71,2025-04-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76080,4,RADIOLOGY,0,999,Years,59.81,2025-03-01,662.29,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76098,4,RADIOLOGY,0,999,Years,42.78,2025-03-01,662.29,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76100,4,RADIOLOGY,0,999,Years,89.55,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76120,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76380,4,RADIOLOGY,0,999,Years,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76391,4,RADIOLOGY,0,999,Years,207.16,2025-03-01,294.17,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76496,4,RADIOLOGY,0,999,Years,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76497,4,RADIOLOGY,0,999,Years,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76498,4,RADIOLOGY,0,999,Years,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76499,4,RADIOLOGY,0,999,Years,86.58,2025-03-01,109.09,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76506,4,RADIOLOGY,0,999,Years,104.75,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76510,4,RADIOLOGY,0,999,Years,68.83,2023-09-01,153.35,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
76511,4,RADIOLOGY,0,999,Years,57.14,2025-03-01,131.99,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
